Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Age dependency ratio (% of working-age population),SP.POP.DPND,Bhutan,BTN,81.5428027138348,72.5751702369652,49.4792079006932,48.5935794452685,47.6514944140404,46.4210053408004,44.8967408043988,43.3757785673986,41.961460289691,40.7239950044345,39.6590160657265,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Bolivia,BOL,79.9054001327958,77.1276994863854,62.0713055210308,61.1595377241249,60.3080820329936,59.499678295677,58.7172472923015,57.9640551186858,57.184370692995,56.3285138566426,55.4663994527184,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Bosnia and Herzegovina,BIH,45.1225836367006,44.8641652567943,43.1329937112464,43.6151923080841,44.293062503912,45.1696445903632,46.256701744002,47.4305139410806,48.5153415748219,49.3931226812491,49.8555447727785,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Botswana,BWA,94.3338553338944,73.3487310903198,60.1151503946607,59.8469881999375,59.4915613916975,59.1012367268801,58.7479075128787,58.4261715744495,58.0259677717636,57.4982917148627,56.8802124742116,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Brazil,BRA,65.8512763734757,54.64985123917,43.9999550715968,43.6863997948724,43.4173920476343,43.2170324672364,43.1545346628714,43.1445286839476,43.1137792522721,43.1060097297109,43.1598616294079,..
Age dependency ratio (% of working-age population),SP.POP.DPND,British Virgin Islands,VGB,49.0409390208989,44.8591397074717,36.3486609874335,35.7885975863504,35.189562687517,34.6351950553142,34.1469885911382,33.7206762483072,33.2543001250162,32.7617097517277,32.3342915116672,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Brunei Darussalam,BRN,62.7929669291534,56.3214193759802,39.736460834686,39.4567817894831,39.2337460288407,39.0867538579898,39.0134988492207,39.0245837644326,39.0922516429086,39.1925467779691,39.3273837598987,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Bulgaria,BGR,52.4782221189955,47.9677056906776,52.029518897364,52.9482745248114,53.7757992959965,54.5804973701894,55.4383326831878,56.279405607119,56.9468405406347,57.2718552166571,57.1679418188324,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Burkina Faso,BFA,101.175345439067,98.067164447787,93.3426142851534,92.8955898803601,92.2809497745209,91.5140775344056,90.6765983535932,89.7668848528412,88.6754539076608,87.3998522893873,86.068696620808,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Burundi,BDI,105.506539995286,102.550156994492,93.9142395007374,96.3765750688462,99.2083791083558,100.32346344538,99.724814037473,98.2122099719378,96.8000297610229,95.1967727682806,93.249508164573,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Cabo Verde,CPV,107.947408949605,88.4004226400201,53.8588977797814,52.3468712062686,51.1497410883223,50.2817013805762,49.5072724750495,48.7280141039652,47.9540271916058,47.1761404457395,46.4769115653314,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Cambodia,KHM,89.1543720411491,76.1997010425128,54.2457171482403,54.0907674412887,53.9753199322786,53.854728785762,53.7616546484888,53.7016281077343,53.6054162651707,53.4484174827168,53.2672989490195,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Cameroon,CMR,99.9105602715162,94.4098076280464,86.3976266376026,85.555672113657,85.0384062912791,84.7046133786238,84.301020835258,83.7101638791049,83.0233118882201,82.2560985497714,81.420019510369,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Canada,CAN,46.9181900954048,46.3446261705086,46.7549344431305,47.5916411564752,48.4141043326108,49.1480556230312,49.8016572354279,50.4773899109811,51.2556989764069,52.1020172413464,52.9318740408588,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Cayman Islands,CYM,40.1410725823821,33.659128441913,30.9823843768556,31.0759629868733,31.2510541406645,31.5090593199305,31.8131030980193,32.101552044424,32.3066339066339,32.642890515496,33.2027917797596,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Central African Republic,CAF,92.9223200225802,91.7731557271465,101.532344192215,103.775742933035,103.825454569636,103.864320589079,103.896002545308,103.540978584789,102.787587763261,102.768340043785,102.61809671741,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Chad,TCD,102.128796156581,106.532123352072,101.573916103233,101.552465556078,101.487943724818,101.017487296732,100.434890617759,99.9047014252765,99.3992756806502,98.7271322974766,98.0885350438781,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Channel Islands,CHI,44.1396278640627,46.2125176091769,46.7773419684393,47.0790938933928,47.3954769707227,47.6316001108023,47.3193288413265,46.7019977658275,46.2104381707567,45.9617774096207,46.0251151319929,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Chile,CHL,55.7848860662158,53.3640278524389,44.8374447609443,44.9505954694615,45.0521863331588,44.9901585338015,44.8653027558526,44.826518391944,44.9578949273754,45.2181708657836,45.6659660922997,..
Age dependency ratio (% of working-age population),SP.POP.DPND,China,CHN,51.9303547350579,45.8885561082242,38.8773959996461,39.6192177194909,40.4578974621014,41.5448916778932,42.5935563885368,43.4383277533443,44.1407832417306,44.545904633681,44.8623992981929,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Colombia,COL,67.1554112816468,59.3493797179637,46.4931564948045,45.996545265542,45.5338178822197,44.9916155162832,44.404854717061,43.9513183613735,43.6671643189675,43.5043087313434,43.5584280511611,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Comoros,COM,102.564957947658,98.9186104255146,79.6747006733279,78.4972047783989,77.4554240246553,76.5876153138136,75.9792265023043,75.4644572366597,74.8393477181195,74.11625339332,73.3506523639648,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Congo, Dem. Rep.",COD,90.4898071464652,96.3636013340812,97.2279768399832,97.3441861685737,97.3043145935574,97.2997344399044,97.5312650523214,97.8524291555531,97.9987919179923,97.9704267713562,97.8549361742851,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Congo, Rep.",COG,91.0802198664845,84.3571505043006,79.6498092643052,80.3426820231173,80.7144298069422,80.747474988049,80.5837090886884,80.1987359284786,79.5963393946571,78.8237017307805,77.8459058281952,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Costa Rica,CRI,67.9862302706394,58.0479586037011,45.8323148153723,45.5564502269023,45.3324653913013,45.2233978173925,45.207022387432,45.2014016009321,45.1774483416448,45.0931148604291,44.9598276428906,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Cote d'Ivoire,CIV,98.8512726573341,90.7320131921026,86.1620005046775,85.1783278159312,84.2100870709416,83.2823421060668,82.30973977407,81.2839670616046,80.2425535753877,79.2147350514913,78.1637115848218,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Croatia,HRV,46.1900489486266,48.9368467787417,50.4698109999002,51.1096132934315,51.7802693420035,52.5979558803126,53.5736934088508,54.6610964237656,55.6750303740304,56.5152341091039,57.3302424425926,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Cuba,CUB,45.3358470748009,45.1573443208506,44.4838335813217,44.5823812354285,44.6983459856011,44.8379191921257,45.1125238326302,45.4639662116635,45.7988216829433,45.9209594997161,46.0483788085484,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Curacao,CUW,54.1070482246953,54.2467994883791,51.6727792748533,51.8795185356099,51.9365091448908,51.7627886264366,47.7275677279386,45.710821741585,46.9722838768425,47.0175607873408,47.2801539609599,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Cyprus,CYP,52.627279730865,47.4847536080406,40.0274345484959,40.4862256573607,41.0091759318662,41.5483703214381,42.0706745743113,42.604521944183,43.1853891633595,43.806671667547,44.4214029609268,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Czechia,CZE,51.454820657593,43.2795860048769,48.6021689979616,50.0601816733821,51.4955954968543,52.9075921528193,54.2443903561633,55.4823720150467,56.5599611536477,57.3701095458143,57.7185856854527,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Denmark,DNK,48.4916266308349,49.9536907542144,55.156207128062,55.4524490774436,55.7473330219117,56.0775002605813,56.4143074357889,56.7203036713932,57.0247188372953,57.3165045080472,57.5961382640716,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Djibouti,DJI,87.7693699086485,74.2560981051079,62.4674149256477,61.3639279276968,60.1470222286216,58.8623736641,57.5937856829816,56.4322502461562,55.396839198838,54.4786004722847,53.6767417786949,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Dominica,DMA,72.8555080107473,66.2903578988346,47.3032658088079,45.4660682375431,44.3901835939915,43.2994097292896,42.5239475167029,41.9213192926684,41.4384503555852,41.2035412035412,41.1491888535279,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Dominican Republic,DOM,72.9272573131403,66.0622547454603,54.5273749528661,54.1117519290938,53.7354949231592,53.4289805960811,53.1988883133442,53.0387640093107,52.877981159576,52.7364354194867,52.701107940421,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Ecuador,ECU,74.4467281463252,67.4421617710654,56.1700145825934,55.4651080640771,54.7336903843761,53.9909637790288,53.1224864921874,52.2927809382496,51.5935313773705,50.9199699376681,50.4246292928489,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Egypt, Arab Rep.",EGY,83.0770850867735,70.9634880787894,60.4786653764444,60.8799902013869,61.1222120588824,61.1901491465216,61.2380256703219,61.2187727809098,61.079606292045,60.8376799931851,60.5001544047954,..
Age dependency ratio (% of working-age population),SP.POP.DPND,El Salvador,SLV,82.115880470547,72.4929820026037,56.840168905283,55.560279541228,54.4974619991972,53.6633079722974,53.053863449036,52.537437775751,51.9474272749685,51.3137153124759,50.68554590286,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Equatorial Guinea,GNQ,82.5489065863615,84.7474404203213,71.632665231075,71.6801154243719,71.9468620825708,72.3007761697478,72.5406973805728,72.5098499650655,72.4803885228416,72.1597025458452,71.2796777515419,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Eritrea,ERI,92.0776758704854,92.6589475769084,84.9133722104483,85.4102943576546,85.3469437436008,84.8168117519042,83.4867549686509,81.8204825068531,79.925790506184,77.9020473188492,76.0867788405239,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Estonia,EST,51.2593912123122,48.4068665205599,52.5512732286032,53.619510531651,54.6493861230669,55.6303618978313,56.3573054014032,57.0765650266471,57.8456164845445,58.3298735318645,58.6934065597918,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Eswatini,SWZ,101.408188293005,86.9850175373019,69.4363679049356,68.8543020816116,68.2177698860708,67.5333934755405,66.7768041540852,65.9232641804935,64.9822672736877,63.9951527889345,63.1197577235132,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Ethiopia,ETH,96.3947600031635,100.813669664748,85.0521731404654,83.4193397269313,81.8690916379331,80.3720996883805,79.0455603734678,77.9029393303626,76.8136733919111,75.7451418239888,74.7215177585388,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Faroe Islands,FRO,56.7998678996037,59.5666608422156,60.538606777303,61.2632552608107,61.6326530612245,62.0009030510224,62.1015460965833,62.335092348285,62.5725008529512,62.7904829326849,62.9427291142349,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Fiji,FJI,72.1139383995166,60.9568369665039,53.9270210927334,53.8747127015284,53.7511509936214,53.6263596654726,53.4849929770707,53.3351029729946,53.200420775105,52.9780429412631,52.6886505838109,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Finland,FIN,48.5946562399146,49.4134833873694,56.4144384973135,57.642172783161,58.6572876845137,59.6016141505615,60.4715874441967,61.1266889668803,61.6851913364663,62.127500701497,62.4631825860101,..
Age dependency ratio (% of working-age population),SP.POP.DPND,France,FRA,51.8697553873094,53.5400136927765,58.5112990101611,59.4692801233191,60.2606963110219,60.9905707063264,61.6701014384492,62.2797403784272,62.7649180263108,63.1231692837976,63.5521479466553,..
Age dependency ratio (% of working-age population),SP.POP.DPND,French Polynesia,PYF,63.9602622258125,56.0093508495968,46.4465966443869,46.1785481689294,45.8844811991213,45.645904710261,45.5570771789103,45.6166859386083,45.6791314837153,45.6384905009628,45.6381774781029,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Gabon,GAB,92.612933880654,84.4018223828597,68.5737965411969,68.2823070701205,68.1586112727689,68.1408941997219,68.1322162420047,68.0574642534398,67.87469080567,67.5632751713975,67.1431439947555,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Gambia, The",GMB,96.9798556085151,97.5572281995501,92.9297914720347,92.1352013036794,91.253867860913,90.2761230107836,89.155193823039,87.8896514330905,86.4990153358364,84.97532182526,83.425871258518,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Georgia,GEO,51.1505477712219,54.4125656052422,48.9283077312397,49.996819095093,51.1333669590264,52.2179163725137,53.2066501477779,54.097022245345,54.8194612470592,55.4027298276814,55.939868762722,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Germany,DEU,45.0167831856323,47.1455661957653,51.4121967341259,51.8721458996918,52.4513480730653,53.1441792669349,53.895325806539,54.7251821945576,55.5579704573891,56.356395723466,57.1620358734536,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Ghana,GHA,97.5441677404768,83.3955749498018,72.6995576054061,72.4041317602451,71.9550396349568,71.3243931973547,70.686447158243,70.1226159266052,69.4545364357204,68.7240969726096,68.0454182219354,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Gibraltar,GIB,50.5981586636529,52.0554702916027,54.1197701476944,55.2860280775475,56.3820591625048,57.3759413014095,58.2089552238806,58.8732805132941,59.4238923819272,60.0823246925075,60.9544468546638,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Greece,GRC,49.7239880282973,46.3916840018235,54.1719467235245,54.6910890907937,55.2246283515058,55.7405463173611,56.1760045655755,56.6209859560045,57.1309102728165,57.6500386845839,57.9561073382831,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Greenland,GRL,42.1340559333299,46.8870883429169,40.6144623454477,40.618970053878,40.7041971351297,40.9267668531574,41.3116408122084,41.8676826806621,42.6315789473684,43.5670662172778,44.6614583333333,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Grenada,GRD,78.0588214144465,71.3593007305324,49.6954623896051,49.6014182970377,49.7416246442658,50.0837791210019,50.4395712945128,50.8129032258065,51.1003042484818,51.3212221304707,51.5885388343061,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Guam,GUM,50.7764449291167,54.7814828056004,54.5770749529468,55.6418286603784,56.756958088516,57.8613761270329,58.8634180338677,59.8140495867769,60.4070103600914,60.6562473504225,61.0149790967548,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Guatemala,GTM,95.854113262834,90.2151099889446,69.6709608592051,68.2948569343031,66.9565538429082,65.6760518487585,64.4992819549663,63.3662003495779,62.1510726065227,60.849663592647,59.5081954558888,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Guinea,GIN,91.0414890914311,96.381057550454,88.9543058040437,87.9291164743677,87.0536481386485,86.2284282192735,85.3825825884357,84.4619150147032,83.4733485297432,82.4458318081097,81.3755858179544,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Guinea-Bissau,GNB,109.713525005978,93.1279743552328,83.7790826384423,83.1042124064094,82.324242722393,81.3722084893955,80.2654879687595,79.1012841394956,77.8809524860026,76.5970866547948,75.23354724666,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Guyana,GUY,68.1481814908174,67.5799429515088,54.9240142896037,54.715867642599,54.6160599166105,54.631852558687,53.3871496860062,52.9703425373735,53.6544936944299,53.5564054996984,53.5881341930093,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Haiti,HTI,85.3280953330327,78.7936926020326,62.9355991643494,62.0933819911092,61.3224044933602,60.6585710901196,60.0568374809366,59.4841234512893,58.921772623876,58.347866622034,57.7761898010766,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Honduras,HND,97.875317279009,84.4733120632018,62.1573905436912,60.557508912756,59.0696689848076,57.6987045298292,56.4517984324226,55.3237469428739,54.2834553108621,53.3068374075816,52.4149763419798,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Hong Kong SAR, China",HKG,42.1127250740957,39.3257471015441,36.1582633818176,37.1701449116135,38.4445173680257,39.9909111565553,41.5716378018271,43.2489321058179,44.9359315761361,46.578023716728,48.1772293094806,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Hungary,HUN,50.6047934887088,46.6761616444555,47.4562169515195,48.3248218464677,49.2084854326716,50.0075249226665,50.8015934219435,51.8855547745408,53.0326687579242,53.7830829407016,52.5603930004507,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Iceland,ISL,55.2627570449353,53.4900222697699,51.0528938432009,51.2045962511484,51.0605432863782,50.530187132606,49.9028895150426,49.6167906685312,49.8828216066323,50.4989415167822,51.0830831780987,..
Age dependency ratio (% of working-age population),SP.POP.DPND,India,IND,72.5543146583107,65.4081668735912,52.894428617527,52.1481006879403,51.4097340754424,50.6848281757911,50.0189279816183,49.4010293143275,48.7755481062802,48.1263254343601,47.4986163806902,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Indonesia,IDN,66.1056005967258,55.3358520962244,49.7188032478639,49.390386169511,49.0676130429704,48.7708005331901,48.5059847251168,48.2717831600847,47.9912882311643,47.6148036289535,47.1966069610567,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Iran, Islamic Rep.",IRN,88.1905226347375,59.2339183950372,39.9949808751349,41.3556540124787,42.4314397797563,43.3238713600849,44.1437768209634,44.7414800338768,45.1381584517442,45.319645457702,45.324433441033,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Iraq,IRQ,94.5865488696692,87.2926007174027,77.2370050671959,76.52222656229,75.7171627898085,74.8838570425985,74.0109881818614,73.088193294658,72.0832759311099,71.0300293029273,69.8959977872649,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Ireland,IRL,62.8838157925232,49.0184421960202,52.3095411329022,52.6184759630194,52.8683698632383,53.0150800153035,53.112781775131,53.141591588283,53.1913285295067,53.2384846538165,53.1872620066657,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Isle of Man,IMN,58.1467447468136,53.4440744050036,56.1640265807941,57.0746739824871,57.8011837452489,58.2276324258832,58.5146641438032,58.6706240429514,58.7300987742922,58.5798705209274,58.6228252913687,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Israel,ISR,67.6269243373071,61.4120280064883,63.3565996408251,64.0441128539557,64.8539992719881,65.5842835462436,66.06844163048,66.4587005374149,66.7862422661977,66.9448665442231,66.984124321799,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Italy,ITA,45.9735755978119,48.3313033832247,55.1514137405914,55.6248370862144,55.9323119358264,56.1404123723785,56.2944083902561,56.5479336416307,56.8137401673259,57.0653072954821,57.4402200279287,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Jamaica,JAM,76.442892475236,64.7309773355027,42.8606682359122,41.9527536175932,41.3300697297744,40.6787539980113,39.9877528464675,39.3105896472098,38.6496242538291,37.9989458632453,37.5301095813649,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Japan,JPN,43.4175365948002,47.4434161789422,64.8014436272912,66.6713400869434,68.0418240014599,69.1046952403685,69.9012063292463,70.5083993561417,70.9369147866869,71.1187680312857,71.0784642404208,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Jordan,JOR,92.8757186595182,75.5684858468405,62.6125282641249,61.7840465348026,61.0106745764174,60.2704335220213,59.4966701971898,58.7083142835188,57.9054661191007,57.0664613451191,56.0857698910015,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Kazakhstan,KAZ,59.1265831138546,52.727998493615,49.8998588685921,51.4983677236062,53.1379455016836,54.7252297811423,56.2301426107603,57.653956312205,58.9534749402706,59.9547503122533,60.5366670768312,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Kenya,KEN,106.053583273077,92.5138535679197,79.9358766482328,78.7991611475389,77.5157212482501,76.1460454948403,74.7478951705115,73.2875948726833,71.7507540020694,70.1806883484294,68.5899420982215,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Kiribati,KIR,78.0949220046465,77.8583156461495,64.0243641498937,64.0110739481155,64.2386951038679,64.703467527847,65.3382197820031,65.9498303635829,66.3264635092657,66.4277596983315,66.3586233124168,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Korea, Dem. People's Rep.",PRK,45.0338368912065,46.9610824237832,44.0127028101933,43.8888464163791,43.5798307010151,43.0424641742446,42.7738518321424,42.8119628181809,43.0908109386078,43.4835418746666,44.1178185966568,..
Age dependency ratio (% of working-age population),SP.POP.DPND,"Korea, Rep.",KOR,44.5526608722346,39.128309098996,36.5146974674144,36.4794681321515,36.4881244373154,36.8423512179848,37.3870223698904,37.9675835165844,38.8801780324433,39.9445396942833,40.9697153350937,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Kosovo,XKX,72.3076923076923,72.8919638798177,52.2334025314415,51.7032068798478,50.4796145813669,49.524253193978,48.8838793807651,48.4495146227268,47.771336306701,46.8709603144582,46.0325550941926,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Kuwait,KWT,67.6771711480648,43.3447200114385,31.6202271031818,31.6760065421238,31.8423865570522,32.1775777390475,32.0784127284236,32.2074273240194,33.2590907215581,34.3685119548382,34.4917799751613,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Kyrgyz Republic,KGZ,73.8191444893409,69.3522373724819,55.8185300586559,57.0166437301271,58.2607174485858,59.460953014571,60.7224835065504,61.9744055290359,62.9226892853676,63.5318672749155,63.9026834132571,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Lao PDR,LAO,89.8362270038663,85.7519530815781,60.685008152572,59.4397801478632,58.3536636226956,57.464556553578,56.7210326065498,56.0518992014409,55.4071705500423,54.7362689026876,54.0760042702293,..
Age dependency ratio (% of working-age population),SP.POP.DPND,Latvia,LVA,49.9873281128913,48.7475002465984,52.5800635488157,53.6862434232512,54.8197859031721,55.9798007054334,56.9204500208041,57.8926873376272,58.857250329133,59.3405153206993,59.7859355817267,..
